Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
512,US-2023-100512,11/16/2023,11/22/2023,Standard Class,CU-10644,Customer 384,Home Office,United States,California,California,49157,West,OFF-LAB-6773,Office Supplies,Labels,Labels model 205,255.16,8,0.1,64.74
513,US-2023-100513,08/06/2023,08/07/2023,Standard Class,CU-10365,Customer 21,Corporate,United States,New York,New York,94790,East,TEC-MAC-8226,Technology,Machines,Machines model 265,1002.19,1,0.3,-112.34
514,US-2024-100514,02/03/2024,02/04/2024,Second Class,CU-10713,Customer 457,Corporate,United States,Oregon,Oregon,60099,West,OFF-STO-9230,Office Supplies,Storage,Storage model 70,142.31,2,0.0,-24.46
515,US-2022-100515,05/15/2022,05/19/2022,First Class,CU-10395,Customer 706,Corporate,United States,Oregon,Oregon,38024,West,FUR-FUR-1716,Furniture,Furnishings,Furnishings model 189,1726.0,9,0.0,486.58
516,US-2022-100516,08/16/2022,08/22/2022,Standard Class,CU-10500,Customer 23,Corporate,United States,New Jersey,New Jersey,45049,East,OFF-LAB-3880,Office Supplies,Labels,Labels model 11,301.03,5,0.1,45.06
517,US-2023-100517,08/30/2023,09/05/2023,Standard Class,CU-10434,Customer 175,Consumer,United States,Washington,Washington,81325,West,OFF-ART-4542,Office Supplies,Art,Art model 100,511.83,5,0.5,-38.75
518,US-2024-100518,01/20/2024,01/21/2024,Standard Class,CU-10075,Customer 349,Consumer,United States,Oregon,Oregon,34388,West,FUR-CHA-1256,Furniture,Chairs,Chairs model 233,1166.75,9,0.1,85.15
519,US-2022-100519,06/13/2022,06/19/2022,Second Class,CU-10708,Customer 527,Corporate,United States,Ohio,Ohio,38552,Central,FUR-CHA-8250,Furniture,Chairs,Chairs model 193,1150.62,3,0.15,32.69
520,US-2022-100520,01/27/2022,01/30/2022,Standard Class,CU-10278,Customer 44,Corporate,United States,Massachusetts,Massachusetts,59314,East,TEC-MAC-2816,Technology,Machines,Machines model 107,1707.81,1,0.1,224.23
521,US-2023-100521,04/28/2023,05/03/2023,First Class,CU-10048,Customer 279,Consumer,United States,Michigan,Michigan,43731,Central,OFF-PAP-8087,Office Supplies,Paper,Paper model 98,220.58,3,0.2,17.42
522,US-2021-100522,10/17/2021,10/21/2021,Standard Class,CU-10618,Customer 676,Corporate,United States,New Jersey,New Jersey,44162,East,OFF-STO-1189,Office Supplies,Storage,Storage model 265,415.05,5,0.1,29.86
523,US-2023-100523,09/22/2023,09/25/2023,Standard Class,CU-10630,Customer 616,Home Office,United States,Nevada,Nevada,67076,West,TEC-ACC-6269,Technology,Accessories,Accessories model 57,5292.06,8,0.0,968.17
524,US-2024-100524,12/05/2024,12/12/2024,Second Class,CU-10391,Customer 72,Consumer,United States,New York,New York,77021,East,OFF-LAB-7755,Office Supplies,Labels,Labels model 148,264.85,3,0.0,90.25
525,US-2022-100525,01/30/2022,02/02/2022,Same Day,CU-10129,Customer 76,Consumer,United States,Michigan,Michigan,75053,Central,TEC-MAC-2262,Technology,Machines,Machines model 102,14507.88,9,0.3,1990.74
526,US-2021-100526,04/23/2021,04/26/2021,Standard Class,CU-10161,Customer 19,Home Office,United States,Oregon,Oregon,40323,West,OFF-BIN-8160,Office Supplies,Binders,Binders model 70,842.4,6,0.2,33.83
527,US-2022-100527,05/01/2022,05/03/2022,Standard Class,CU-10724,Customer 382,Corporate,United States,Pennsylvania,Pennsylvania,68370,East,FUR-BOO-7052,Furniture,Bookcases,Bookcases model 169,950.12,8,0.1,91.78
528,US-2021-100528,07/01/2021,07/04/2021,Standard Class,CU-10181,Customer 701,Corporate,United States,Michigan,Michigan,68695,Central,OFF-STO-5336,Office Supplies,Storage,Storage model 119,16.77,2,0.15,5.79
529,US-2024-100529,07/18/2024,07/21/2024,Standard Class,CU-10211,Customer 178,Home Office,United States,Massachusetts,Massachusetts,23897,East,TEC-COP-1921,Technology,Copiers,Copiers model 38,8053.03,7,0.0,742.67
530,US-2023-100530,01/31/2023,02/07/2023,Second Class,CU-10288,Customer 665,Corporate,United States,Alabama,Alabama,82759,South,OFF-BIN-8271,Office Supplies,Binders,Binders model 296,410.85,4,0.1,99.19
531,US-2023-100531,04/17/2023,04/22/2023,Standard Class,CU-10591,Customer 485,Corporate,United States,Illinois,Illinois,77605,Central,OFF-ART-2482,Office Supplies,Art,Art model 237,509.71,4,0.15,37.7
532,US-2021-100532,11/22/2021,11/24/2021,Standard Class,CU-10208,Customer 216,Corporate,United States,Illinois,Illinois,72717,Central,OFF-STO-7171,Office Supplies,Storage,Storage model 193,199.2,4,0.0,82.07
533,US-2023-100533,08/02/2023,08/03/2023,Second Class,CU-10216,Customer 680,Consumer,United States,New Jersey,New Jersey,75117,East,OFF-LAB-9292,Office Supplies,Labels,Labels model 214,585.54,8,0.15,72.88
534,US-2023-100534,11/03/2023,11/10/2023,Standard Class,CU-10095,Customer 194,Home Office,United States,North Carolina,North Carolina,91820,South,OFF-LAB-3621,Office Supplies,Labels,Labels model 107,435.82,4,0.0,6.2
535,US-2023-100535,09/01/2023,09/02/2023,Standard Class,CU-10451,Customer 563,Home Office,United States,California,California,32388,West,OFF-STO-8597,Office Supplies,Storage,Storage model 285,258.83,9,0.15,45.98
536,US-2024-100536,06/25/2024,06/27/2024,Standard Class,CU-10628,Customer 786,Home Office,United States,Oregon,Oregon,66627,West,TEC-PHO-2727,Technology,Phones,Phones model 179,12185.57,7,0.0,2832.34
537,US-2024-100537,09/22/2024,09/23/2024,Standard Class,CU-10206,Customer 711,Consumer,United States,Florida,Florida,87746,South,FUR-BOO-5663,Furniture,Bookcases,Bookcases model 222,747.03,1,0.3,163.5
538,US-2021-100538,10/04/2021,10/08/2021,Standard Class,CU-10712,Customer 734,Consumer,United States,Oregon,Oregon,97887,West,OFF-LAB-6314,Office Supplies,Labels,Labels model 2,122.68,1,0.0,28.48
539,US-2023-100539,01/13/2023,01/16/2023,Standard Class,CU-10021,Customer 475,Home Office,United States,Oregon,Oregon,19040,West,TEC-PHO-2913,Technology,Phones,Phones model 157,7552.86,5,0.5,1290.51
540,US-2024-100540,12/07/2024,12/14/2024,Standard Class,CU-10000,Customer 645,Consumer,United States,Oregon,Oregon,76467,West,OFF-PAP-3352,Office Supplies,Paper,Paper model 266,283.51,8,0.0,50.57
541,US-2022-100541,08/14/2022,08/15/2022,Standard Class,CU-10185,Customer 783,Consumer,United States,Massachusetts,Massachusetts,98168,East,FUR-TAB-3980,Furniture,Tables,Tables model 67,4338.32,5,0.0,650.01
542,US-2021-100542,04/19/2021,04/22/2021,Standard Class,CU-10685,Customer 114,Home Office,United States,Illinois,Illinois,15564,Central,FUR-CHA-4450,Furniture,Chairs,Chairs model 113,507.92,3,0.0,103.8
543,US-2022-100543,05/27/2022,05/30/2022,Standard Class,CU-10566,Customer 651,Home Office,United States,Massachusetts,Massachusetts,30496,East,TEC-ACC-5069,Technology,Accessories,Accessories model 298,584.1,1,0.1,-23.68
544,US-2022-100544,01/06/2022,01/12/2022,Standard Class,CU-10635,Customer 783,Consumer,United States,California,California,39530,West,TEC-COP-4482,Technology,Copiers,Copiers model 144,5194.85,4,0.2,1010.73
545,US-2024-100545,08/22/2024,08/27/2024,Standard Class,CU-10210,Customer 663,Corporate,United States,Michigan,Michigan,61470,Central,OFF-LAB-8662,Office Supplies,Labels,Labels model 19,53.64,1,0.0,18.07
546,US-2024-100546,12/03/2024,12/07/2024,First Class,CU-10269,Customer 476,Corporate,United States,Georgia,Georgia,90673,South,OFF-BIN-6275,Office Supplies,Binders,Binders model 115,274.85,2,0.15,3.06
547,US-2024-100547,01/20/2024,01/23/2024,Standard Class,CU-10005,Customer 675,Home Office,United States,Oregon,Oregon,86612,West,OFF-PAP-4913,Office Supplies,Paper,Paper model 92,667.71,6,0.5,63.44
548,US-2024-100548,12/08/2024,12/11/2024,Standard Class,CU-10247,Customer 269,Corporate,United States,Georgia,Georgia,74158,South,FUR-TAB-3239,Furniture,Tables,Tables model 229,587.74,1,0.2,39.34
549,US-2021-100549,08/04/2021,08/07/2021,Standard Class,CU-10611,Customer 727,Home Office,United States,California,California,82783,West,OFF-LAB-2284,Office Supplies,Labels,Labels model 223,346.41,4,0.2,-62.37
550,US-2021-100550,07/02/2021,07/04/2021,Second Class,CU-10469,Customer 526,Home Office,United States,Nevada,Nevada,27711,West,FUR-FUR-5416,Furniture,Furnishings,Furnishings model 160,3420.65,9,0.4,-271.75
551,US-2021-100551,08/27/2021,09/02/2021,Standard Class,CU-10519,Customer 357,Consumer,United States,California,California,33296,West,OFF-STO-8561,Office Supplies,Storage,Storage model 131,9.91,2,0.5,-1.52
552,US-2021-100552,02/25/2021,02/28/2021,Standard Class,CU-10208,Customer 52,Corporate,United States,Oregon,Oregon,54343,West,FUR-CHA-4504,Furniture,Chairs,Chairs model 238,2847.64,9,0.1,463.55
553,US-2022-100553,01/07/2022,01/12/2022,Standard Class,CU-10554,Customer 489,Corporate,United States,Nevada,Nevada,58938,West,TEC-PHO-1425,Technology,Phones,Phones model 13,609.96,8,0.5,105.91
554,US-2024-100554,11/30/2024,12/06/2024,Standard Class,CU-10526,Customer 150,Corporate,United States,Florida,Florida,27608,South,OFF-ART-3269,Office Supplies,Art,Art model 64,1059.02,9,0.15,-78.3
555,US-2023-100555,01/17/2023,01/22/2023,Standard Class,CU-10084,Customer 615,Consumer,United States,California,California,27709,West,FUR-TAB-6809,Furniture,Tables,Tables model 112,433.49,7,0.5,25.29
556,US-2023-100556,02/12/2023,02/17/2023,Standard Class,CU-10385,Customer 560,Corporate,United States,North Carolina,North Carolina,98846,South,OFF-ART-2281,Office Supplies,Art,Art model 263,658.08,8,0.2,109.11
557,US-2023-100557,06/19/2023,06/23/2023,First Class,CU-10411,Customer 717,Home Office,United States,New York,New York,74055,East,OFF-ART-4170,Office Supplies,Art,Art model 16,467.88,5,0.0,20.19
558,US-2021-100558,11/02/2021,11/03/2021,First Class,CU-10449,Customer 473,Corporate,United States,Alabama,Alabama,92651,South,OFF-LAB-4105,Office Supplies,Labels,Labels model 7,327.77,7,0.3,-63.17
559,US-2021-100559,04/30/2021,05/03/2021,Standard Class,CU-10525,Customer 117,Home Office,United States,Florida,Florida,93922,South,OFF-ART-2595,Office Supplies,Art,Art model 274,449.07,4,0.0,68.28
560,US-2024-100560,06/17/2024,06/19/2024,Second Class,CU-10294,Customer 26,Home Office,United States,Nevada,Nevada,17130,West,OFF-BIN-6569,Office Supplies,Binders,Binders model 272,239.12,2,0.15,-12.36
561,US-2021-100561,06/16/2021,06/23/2021,Standard Class,CU-10381,Customer 184,Consumer,United States,Oregon,Oregon,44813,West,OFF-STO-6025,Office Supplies,Storage,Storage model 84,597.32,9,0.2,61.42
562,US-2023-100562,05/03/2023,05/05/2023,Standard Class,CU-10695,Customer 774,Home Office,United States,Pennsylvania,Pennsylvania,93720,East,OFF-ART-8356,Office Supplies,Art,Art model 219,571.96,8,0.0,180.94
563,US-2021-100563,07/26/2021,07/28/2021,First Class,CU-10341,Customer 158,Consumer,United States,Illinois,Illinois,67813,Central,OFF-LAB-9714,Office Supplies,Labels,Labels model 146,764.48,6,0.15,116.05
564,US-2022-100564,12/27/2022,12/29/2022,Standard Class,CU-10702,Customer 255,Home Office,United States,New York,New York,21707,East,OFF-LAB-1734,Office Supplies,Labels,Labels model 12,303.25,6,0.0,136.04
565,US-2021-100565,06/20/2021,06/24/2021,Second Class,CU-10307,Customer 570,Corporate,United States,Texas,Texas,90738,Central,OFF-LAB-4237,Office Supplies,Labels,Labels model 247,219.02,9,0.15,11.79
566,US-2024-100566,05/04/2024,05/10/2024,Standard Class,CU-10731,Customer 527,Consumer,United States,California,California,23130,West,FUR-BOO-1564,Furniture,Bookcases,Bookcases model 24,3246.13,4,0.1,1065.74
567,US-2023-100567,03/05/2023,03/08/2023,Standard Class,CU-10303,Customer 382,Corporate,United States,Alabama,Alabama,13101,South,OFF-STO-5491,Office Supplies,Storage,Storage model 68,79.48,6,0.2,-0.32
568,US-2021-100568,11/29/2021,12/05/2021,Standard Class,CU-10684,Customer 284,Consumer,United States,Georgia,Georgia,32929,South,FUR-BOO-2511,Furniture,Bookcases,Bookcases model 97,5531.8,8,0.5,-7.42
569,US-2021-100569,01/31/2021,02/07/2021,Standard Class,CU-10460,Customer 498,Consumer,United States,Michigan,Michigan,69236,Central,FUR-TAB-4358,Furniture,Tables,Tables model 250,3624.16,7,0.2,-247.87
570,US-2021-100570,11/02/2021,11/03/2021,Same Day,CU-10084,Customer 432,Consumer,United States,California,California,24536,West,OFF-LAB-3785,Office Supplies,Labels,Labels model 180,86.48,2,0.2,14.7
571,US-2023-100571,12/08/2023,12/14/2023,First Class,CU-10107,Customer 310,Home Office,United States,Alabama,Alabama,89204,South,OFF-LAB-7603,Office Supplies,Labels,Labels model 245,395.48,6,0.1,137.91
572,US-2023-100572,12/13/2023,12/18/2023,Standard Class,CU-10513,Customer 82,Home Office,United States,North Carolina,North Carolina,64285,South,FUR-BOO-7599,Furniture,Bookcases,Bookcases model 286,2548.07,7,0.0,638.94
573,US-2024-100573,05/26/2024,05/27/2024,Standard Class,CU-10522,Customer 545,Corporate,United States,Oregon,Oregon,29151,West,TEC-ACC-1087,Technology,Accessories,Accessories model 54,531.72,4,0.3,131.53
574,US-2024-100574,12/14/2024,12/20/2024,Standard Class,CU-10282,Customer 292,Consumer,United States,Alabama,Alabama,91749,South,FUR-TAB-5756,Furniture,Tables,Tables model 151,1713.91,4,0.1,309.44
575,US-2022-100575,07/07/2022,07/10/2022,Same Day,CU-10632,Customer 213,Consumer,United States,Nevada,Nevada,78599,West,OFF-STO-1806,Office Supplies,Storage,Storage model 33,7.83,1,0.0,-0.72
576,US-2023-100576,11/21/2023,11/25/2023,Standard Class,CU-10529,Customer 507,Home Office,United States,Massachusetts,Massachusetts,76200,East,OFF-ART-4259,Office Supplies,Art,Art model 289,388.62,5,0.0,15.33
577,US-2021-100577,07/09/2021,07/14/2021,Second Class,CU-10436,Customer 728,Home Office,United States,Ohio,Ohio,42639,Central,OFF-ART-6597,Office Supplies,Art,Art model 6,721.46,7,0.1,370.91
578,US-2024-100578,09/27/2024,09/29/2024,Standard Class,CU-10151,Customer 612,Corporate,United States,Florida,Florida,17841,South,OFF-PAP-2945,Office Supplies,Paper,Paper model 117,343.89,3,0.1,76.84
579,US-2023-100579,06/16/2023,06/20/2023,Same Day,CU-10658,Customer 382,Consumer,United States,Texas,Texas,59570,Central,TEC-MAC-9130,Technology,Machines,Machines model 92,6627.27,4,0.1,568.93
580,US-2023-100580,09/14/2023,09/15/2023,Standard Class,CU-10707,Customer 437,Consumer,United States,Oregon,Oregon,38939,West,FUR-BOO-6566,Furniture,Bookcases,Bookcases model 256,1777.99,3,0.15,396.55
581,US-2021-100581,07/01/2021,07/02/2021,Same Day,CU-10351,Customer 91,Home Office,United States,Nevada,Nevada,68511,West,OFF-LAB-2176,Office Supplies,Labels,Labels model 285,127.17,1,0.15,6.98
582,US-2024-100582,09/13/2024,09/20/2024,Standard Class,CU-10722,Customer 720,Consumer,United States,Texas,Texas,81157,Central,FUR-CHA-4688,Furniture,Chairs,Chairs model 166,369.22,5,0.0,-68.73
583,US-2023-100583,12/17/2023,12/22/2023,First Class,CU-10351,Customer 531,Consumer,United States,Georgia,Georgia,36934,South,TEC-PHO-5687,Technology,Phones,Phones model 211,4208.71,3,0.2,-1327.14
584,US-2021-100584,05/30/2021,06/06/2021,Standard Class,CU-10410,Customer 626,Corporate,United States,Illinois,Illinois,90689,Central,TEC-ACC-4846,Technology,Accessories,Accessories model 230,1668.78,1,0.2,129.52
585,US-2022-100585,02/08/2022,02/11/2022,Second Class,CU-10647,Customer 363,Consumer,United States,New Jersey,New Jersey,19583,East,OFF-ART-7098,Office Supplies,Art,Art model 42,759.31,8,0.3,-66.13
586,US-2023-100586,02/24/2023,03/03/2023,Standard Class,CU-10039,Customer 567,Corporate,United States,Georgia,Georgia,10232,South,TEC-PHO-7282,Technology,Phones,Phones model 149,10543.61,9,0.3,2605.47
587,US-2021-100587,05/10/2021,05/11/2021,Standard Class,CU-10731,Customer 782,Corporate,United States,Alabama,Alabama,38541,South,OFF-STO-9741,Office Supplies,Storage,Storage model 210,750.35,7,0.0,174.56
588,US-2024-100588,11/27/2024,11/28/2024,Standard Class,CU-10171,Customer 133,Home Office,United States,Ohio,Ohio,99232,Central,OFF-PAP-9140,Office Supplies,Paper,Paper model 196,600.21,5,0.0,51.1
589,US-2024-100589,03/13/2024,03/19/2024,Standard Class,CU-10294,Customer 278,Corporate,United States,Ohio,Ohio,52118,Central,OFF-BIN-1472,Office Supplies,Binders,Binders model 159,395.98,5,0.0,91.37
590,US-2023-100590,01/29/2023,02/05/2023,Standard Class,CU-10797,Customer 268,Corporate,United States,Washington,Washington,70589,West,TEC-COP-6972,Technology,Copiers,Copiers model 112,6173.05,4,0.0,635.67
591,US-2023-100591,01/16/2023,01/19/2023,Standard Class,CU-10179,Customer 767,Consumer,United States,Washington,Washington,24403,West,OFF-BIN-1384,Office Supplies,Binders,Binders model 158,734.64,9,0.3,150.97
592,US-2024-100592,01/30/2024,02/03/2024,Standard Class,CU-10144,Customer 210,Home Office,United States,North Carolina,North Carolina,31219,South,OFF-ART-2901,Office Supplies,Art,Art model 82,114.63,2,0.1,24.22
593,US-2024-100593,01/04/2024,01/10/2024,Standard Class,CU-10350,Customer 721,Consumer,United States,Florida,Florida,20608,South,TEC-ACC-4354,Technology,Accessories,Accessories model 80,861.67,5,0.1,523.47
594,US-2024-100594,05/30/2024,06/03/2024,Standard Class,CU-10267,Customer 28,Corporate,United States,North Carolina,North Carolina,49645,South,OFF-BIN-5895,Office Supplies,Binders,Binders model 152,233.84,2,0.2,39.91
595,US-2021-100595,11/20/2021,11/26/2021,Standard Class,CU-10466,Customer 155,Corporate,United States,Georgia,Georgia,91252,South,TEC-COP-6302,Technology,Copiers,Copiers model 254,3783.95,7,0.2,-80.12
596,US-2023-100596,02/13/2023,02/14/2023,Second Class,CU-10278,Customer 234,Consumer,United States,Georgia,Georgia,10347,South,FUR-FUR-8533,Furniture,Furnishings,Furnishings model 218,1591.86,3,0.0,240.53
597,US-2022-100597,10/06/2022,10/07/2022,First Class,CU-10074,Customer 530,Consumer,United States,Pennsylvania,Pennsylvania,28139,East,OFF-LAB-5738,Office Supplies,Labels,Labels model 212,416.51,3,0.1,-15.73
598,US-2024-100598,08/30/2024,09/01/2024,Second Class,CU-10303,Customer 16,Consumer,United States,Massachusetts,Massachusetts,55050,East,OFF-PAP-8689,Office Supplies,Paper,Paper model 53,307.02,3,0.1,-25.28
599,US-2021-100599,03/23/2021,03/25/2021,Standard Class,CU-10700,Customer 85,Home Office,United States,Georgia,Georgia,30053,South,OFF-ART-7732,Office Supplies,Art,Art model 206,333.25,8,0.2,-43.9
600,US-2024-100600,11/19/2024,11/20/2024,Standard Class,CU-10106,Customer 276,Home Office,United States,Ohio,Ohio,69338,Central,TEC-MAC-4280,Technology,Machines,Machines model 291,3905.38,8,0.15,-519.59
601,US-2024-100601,09/22/2024,09/25/2024,Standard Class,CU-10202,Customer 126,Home Office,United States,Illinois,Illinois,97043,Central,OFF-ART-5024,Office Supplies,Art,Art model 206,139.97,4,0.0,17.76
602,US-2022-100602,10/02/2022,10/05/2022,Standard Class,CU-10208,Customer 365,Corporate,United States,California,California,63987,West,OFF-ART-7081,Office Supplies,Art,Art model 33,307.12,3,0.3,15.39
603,US-2022-100603,10/25/2022,10/27/2022,Second Class,CU-10562,Customer 251,Consumer,United States,Pennsylvania,Pennsylvania,27718,East,OFF-STO-3625,Office Supplies,Storage,Storage model 73,122.96,1,0.1,14.77
604,US-2024-100604,06/26/2024,06/27/2024,Standard Class,CU-10101,Customer 548,Consumer,United States,Ohio,Ohio,72478,Central,OFF-ART-8721,Office Supplies,Art,Art model 10,792.53,7,0.0,68.21
605,US-2022-100605,11/04/2022,11/08/2022,Standard Class,CU-10098,Customer 82,Home Office,United States,Florida,Florida,39646,South,FUR-CHA-7632,Furniture,Chairs,Chairs model 212,4759.81,9,0.4,271.44
606,US-2022-100606,06/14/2022,06/16/2022,Standard Class,CU-10564,Customer 627,Corporate,United States,New York,New York,69028,East,OFF-PAP-5183,Office Supplies,Paper,Paper model 175,247.94,3,0.0,33.4
607,US-2022-100607,06/07/2022,06/10/2022,First Class,CU-10498,Customer 14,Home Office,United States,New York,New York,55811,East,OFF-LAB-2431,Office Supplies,Labels,Labels model 109,707.63,7,0.0,266.03
608,US-2022-100608,09/24/2022,10/01/2022,Second Class,CU-10720,Customer 539,Consumer,United States,Alabama,Alabama,45484,South,OFF-BIN-8688,Office Supplies,Binders,Binders model 244,1055.76,9,0.4,-150.6
609,US-2022-100609,02/21/2022,02/23/2022,Standard Class,CU-10352,Customer 206,Consumer,United States,North Carolina,North Carolina,66056,South,FUR-FUR-1462,Furniture,Furnishings,Furnishings model 92,361.25,7,0.15,-67.54
610,US-2021-100610,05/07/2021,05/12/2021,First Class,CU-10134,Customer 9,Home Office,United States,New York,New York,47248,East,FUR-BOO-8931,Furniture,Bookcases,Bookcases model 86,3079.59,9,0.15,363.44
611,US-2022-100611,02/19/2022,02/26/2022,First Class,CU-10046,Customer 565,Home Office,United States,Nevada,Nevada,22771,West,OFF-ART-3576,Office Supplies,Art,Art model 78,103.29,1,0.0,27.18
612,US-2021-100612,07/28/2021,08/03/2021,Standard Class,CU-10408,Customer 571,Home Office,United States,Oregon,Oregon,11269,West,FUR-TAB-3231,Furniture,Tables,Tables model 234,5155.39,7,0.15,886.74
613,US-2022-100613,08/31/2022,09/07/2022,Standard Class,CU-10355,Customer 652,Home Office,United States,Ohio,Ohio,95044,Central,TEC-COP-6949,Technology,Copiers,Copiers model 284,5692.74,4,0.5,-251.01
614,US-2024-100614,04/05/2024,04/12/2024,Standard Class,CU-10075,Customer 531,Corporate,United States,North Carolina,North Carolina,95685,South,OFF-LAB-9967,Office Supplies,Labels,Labels model 168,39.14,3,0.0,-1.04
615,US-2024-100615,03/15/2024,03/21/2024,Second Class,CU-10561,Customer 68,Home Office,United States,Massachusetts,Massachusetts,70918,East,FUR-CHA-1909,Furniture,Chairs,Chairs model 109,490.55,1,0.15,106.6
616,US-2021-100616,09/18/2021,09/23/2021,Standard Class,CU-10264,Customer 628,Corporate,United States,New York,New York,53839,East,OFF-PAP-7473,Office Supplies,Paper,Paper model 116,87.96,3,0.4,-3.94
617,US-2021-100617,01/25/2021,01/30/2021,Standard Class,CU-10291,Customer 752,Consumer,United States,North Carolina,North Carolina,17514,South,OFF-LAB-2925,Office Supplies,Labels,Labels model 251,326.8,7,0.3,10.27
618,US-2024-100618,07/14/2024,07/18/2024,Standard Class,CU-10744,Customer 307,Consumer,United States,Texas,Texas,77619,Central,TEC-MAC-9569,Technology,Machines,Machines model 272,6837.17,4,0.1,195.95
619,US-2021-100619,02/19/2021,02/24/2021,Second Class,CU-10243,Customer 352,Home Office,United States,North Carolina,North Carolina,94541,South,OFF-LAB-4361,Office Supplies,Labels,Labels model 47,531.53,4,0.0,165.34
620,US-2022-100620,01/19/2022,01/26/2022,Standard Class,CU-10339,Customer 644,Corporate,United States,New York,New York,31827,East,FUR-CHA-5665,Furniture,Chairs,Chairs model 293,428.03,1,0.5,46.12
621,US-2022-100621,03/30/2022,03/31/2022,Standard Class,CU-10461,Customer 114,Corporate,United States,Ohio,Ohio,40522,Central,OFF-PAP-7654,Office Supplies,Paper,Paper model 20,742.24,6,0.0,317.35
622,US-2021-100622,01/18/2021,01/25/2021,Second Class,CU-10061,Customer 29,Home Office,United States,Pennsylvania,Pennsylvania,75314,East,FUR-FUR-3033,Furniture,Furnishings,Furnishings model 210,2498.24,5,0.0,-78.92
623,US-2021-100623,10/09/2021,10/14/2021,First Class,CU-10481,Customer 180,Home Office,United States,California,California,62412,West,TEC-MAC-8179,Technology,Machines,Machines model 100,6422.36,4,0.2,622.95
624,US-2024-100624,10/10/2024,10/15/2024,Second Class,CU-10568,Customer 779,Corporate,United States,Pennsylvania,Pennsylvania,49610,East,OFF-ART-9352,Office Supplies,Art,Art model 195,1238.92,9,0.1,38.04
625,US-2024-100625,03/25/2024,03/27/2024,Standard Class,CU-10335,Customer 274,Consumer,United States,Alabama,Alabama,35503,South,TEC-COP-7126,Technology,Copiers,Copiers model 102,1404.04,1,0.0,378.92
626,US-2024-100626,12/05/2024,12/07/2024,Second Class,CU-10661,Customer 253,Corporate,United States,North Carolina,North Carolina,97626,South,OFF-STO-3263,Office Supplies,Storage,Storage model 261,151.58,2,0.15,13.69
627,US-2023-100627,09/23/2023,09/26/2023,Same Day,CU-10442,Customer 719,Home Office,United States,Texas,Texas,28217,Central,OFF-PAP-2440,Office Supplies,Paper,Paper model 118,213.39,6,0.15,17.04
628,US-2021-100628,09/27/2021,10/01/2021,Standard Class,CU-10060,Customer 769,Home Office,United States,Alabama,Alabama,77978,South,OFF-ART-9011,Office Supplies,Art,Art model 153,185.65,2,0.1,30.06
629,US-2024-100629,11/17/2024,11/20/2024,First Class,CU-10330,Customer 675,Corporate,United States,New York,New York,91352,East,TEC-MAC-2347,Technology,Machines,Machines model 156,7833.53,7,0.3,-1081.19
630,US-2024-100630,10/04/2024,10/06/2024,Standard Class,CU-10017,Customer 537,Home Office,United States,Michigan,Michigan,40153,Central,OFF-PAP-8588,Office Supplies,Paper,Paper model 191,127.73,3,0.0,-9.3
631,US-2024-100631,01/08/2024,01/13/2024,First Class,CU-10485,Customer 759,Home Office,United States,Nevada,Nevada,37951,West,TEC-MAC-9537,Technology,Machines,Machines model 235,11806.3,8,0.15,2738.06
632,US-2022-100632,08/26/2022,08/27/2022,First Class,CU-10558,Customer 244,Consumer,United States,Washington,Washington,64706,West,OFF-LAB-9240,Office Supplies,Labels,Labels model 268,1141.26,8,0.0,-73.13
633,US-2023-100633,04/17/2023,04/22/2023,Standard Class,CU-10298,Customer 386,Home Office,United States,New York,New York,23921,East,OFF-LAB-8107,Office Supplies,Labels,Labels model 22,977.12,7,0.1,298.15
634,US-2021-100634,07/09/2021,07/10/2021,Standard Class,CU-10584,Customer 35,Consumer,United States,Washington,Washington,17514,West,OFF-BIN-7750,Office Supplies,Binders,Binders model 248,787.59,8,0.2,-33.92
635,US-2023-100635,06/10/2023,06/17/2023,Second Class,CU-10155,Customer 716,Home Office,United States,Nevada,Nevada,34021,West,TEC-ACC-6953,Technology,Accessories,Accessories model 112,8266.77,9,0.0,4141.26
636,US-2024-100636,02/29/2024,03/03/2024,Standard Class,CU-10378,Customer 311,Home Office,United States,Georgia,Georgia,92343,South,TEC-ACC-1608,Technology,Accessories,Accessories model 105,4735.96,5,0.0,1288.85
637,US-2021-100637,06/09/2021,06/13/2021,Standard Class,CU-10006,Customer 795,Home Office,United States,Texas,Texas,73430,Central,TEC-ACC-2328,Technology,Accessories,Accessories model 118,8670.69,7,0.0,1539.81
638,US-2024-100638,05/01/2024,05/02/2024,Standard Class,CU-10553,Customer 135,Corporate,United States,Florida,Florida,37747,South,OFF-STO-9885,Office Supplies,Storage,Storage model 62,267.34,5,0.3,45.5
639,US-2023-100639,12/22/2023,12/25/2023,Standard Class,CU-10342,Customer 683,Corporate,United States,Michigan,Michigan,72942,Central,TEC-COP-1113,Technology,Copiers,Copiers model 170,1164.2,7,0.4,260.91
640,US-2021-100640,05/10/2021,05/15/2021,Standard Class,CU-10064,Customer 326,Home Office,United States,Ohio,Ohio,76016,Central,FUR-CHA-5306,Furniture,Chairs,Chairs model 49,4479.11,9,0.3,723.01
